title,authors,link
A Wake-Up Call for Kernel-Bypass on Modern Hardware,Matthias Jasny (TU Darmstadt)*; Muhammad El-Hindi (TU Darmstadt); Tobias Ziegler (TU München); Carsten Binnig (TU Darmstadt),https://dl.acm.org/doi/10.1145/3736227.3736235
Breaking the Cycle - A Short Overview of Memory-Access Sampling Differences on Modern x86 CPUs,Roland Kühn (TU Dortmund University)*; Jan Mühlig (TU Dortmund University); Jens Teubner (TU Dortmund University),https://dl.acm.org/doi/10.1145/3736227.3736241
